Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Greencastle, IN",12.0,12.0,0.0,0.0,0.0,2026-04-01,0.0
"Greeneville, TN",37.0,37.0,0.0,0.0,0.0,2026-04-01,0.0
"Greenfield, MA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Greensboro, NC",342.0,231.0,6.0,0.0,105.0,2026-04-01,111.0
"Greensburg, IN",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Greenville, MS",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Greenville, NC",399.0,51.0,36.0,0.0,312.0,2026-04-01,348.0
"Greenville, OH",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Greenville, SC",790.0,610.0,0.0,0.0,180.0,2026-04-01,180.0
"Greenwood, MS",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Greenwood, SC",50.0,50.0,0.0,0.0,0.0,2026-04-01,0.0
"Grenada, MS",14.0,1.0,0.0,0.0,13.0,2026-04-01,13.0
"Gulfport, MS",306.0,276.0,6.0,0.0,24.0,2026-04-01,30.0
"Guymon, OK",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Hagerstown, MD",185.0,177.0,8.0,0.0,0.0,2026-04-01,8.0
"Hailey, ID",10.0,10.0,0.0,0.0,0.0,2026-04-01,0.0
"Hammond, LA",87.0,63.0,0.0,0.0,24.0,2026-04-01,24.0
"Hanford, CA",64.0,58.0,0.0,0.0,6.0,2026-04-01,6.0
"Hannibal, MO",7.0,7.0,0.0,0.0,0.0,2026-04-01,0.0
"Harrisburg, PA",112.0,100.0,2.0,4.0,6.0,2026-04-01,12.0
"Harrison, AR",9.0,1.0,2.0,0.0,6.0,2026-04-01,8.0
"Harrisonburg, VA",42.0,42.0,0.0,0.0,0.0,2026-04-01,0.0
"Hartford, CT",148.0,53.0,8.0,3.0,84.0,2026-04-01,95.0
"Hastings, NE",12.0,10.0,2.0,0.0,0.0,2026-04-01,2.0
"Hattiesburg, MS",7.0,7.0,0.0,0.0,0.0,2026-04-01,0.0
"Hays, KS",3.0,1.0,2.0,0.0,0.0,2026-04-01,2.0
"Heber, UT",95.0,95.0,0.0,0.0,0.0,2026-04-01,0.0
"Helena, MT",9.0,7.0,2.0,0.0,0.0,2026-04-01,2.0
"Hemlock Farms, PA",10.0,10.0,0.0,0.0,0.0,2026-04-01,0.0
"Henderson, KY",14.0,12.0,2.0,0.0,0.0,2026-04-01,2.0
"Henderson, NC",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Hereford, TX",3.0,1.0,2.0,0.0,0.0,2026-04-01,2.0
"Hermiston, OR",19.0,19.0,0.0,0.0,0.0,2026-04-01,0.0
"Hermitage, PA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Hickory, NC",361.0,205.0,36.0,0.0,120.0,2026-04-01,156.0
"Hillsdale, MI",17.0,17.0,0.0,0.0,0.0,2026-04-01,0.0
"Hilo, HI",59.0,59.0,0.0,0.0,0.0,2026-04-01,0.0
"Hilton Head Island, SC",231.0,231.0,0.0,0.0,0.0,2026-04-01,0.0
"Hinesville, GA",73.0,73.0,0.0,0.0,0.0,2026-04-01,0.0
"Hobbs, NM",12.0,12.0,0.0,0.0,0.0,2026-04-01,0.0
"Holland, MI",50.0,50.0,0.0,0.0,0.0,2026-04-01,0.0
"Homosassa Springs, FL",174.0,172.0,2.0,0.0,0.0,2026-04-01,2.0
"Hood River, OR",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Hot Springs, AR",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Houghton, MI",18.0,11.0,2.0,0.0,5.0,2026-04-01,7.0
"Houma, LA",51.0,51.0,0.0,0.0,0.0,2026-04-01,0.0
"Houston, TX",5029.0,4251.0,250.0,9.0,519.0,2026-04-01,778.0
"Hudson, NY",12.0,12.0,0.0,0.0,0.0,2026-04-01,0.0
"Huntingdon, PA",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Huntington, IN",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Huntington, WV",27.0,25.0,2.0,0.0,0.0,2026-04-01,2.0
"Huntsville, AL",429.0,387.0,0.0,0.0,42.0,2026-04-01,42.0
"Huntsville, TX",47.0,47.0,0.0,0.0,0.0,2026-04-01,0.0
"Huron, SD",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Hutchinson, KS",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Hutchinson, MN",98.0,9.0,0.0,0.0,89.0,2026-04-01,89.0
"Idaho Falls, ID",106.0,106.0,0.0,0.0,0.0,2026-04-01,0.0
"Indiana, PA",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Indianapolis, IN",1305.0,828.0,32.0,8.0,437.0,2026-04-01,477.0
"Iowa City, IA",362.0,61.0,2.0,0.0,299.0,2026-04-01,301.0
"Iron Mountain, MI",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Ithaca, NY",31.0,11.0,2.0,0.0,18.0,2026-04-01,20.0
"Jackson, MI",31.0,20.0,0.0,0.0,11.0,2026-04-01,11.0
"Jackson, MS",191.0,180.0,4.0,0.0,7.0,2026-04-01,11.0
"Jackson, TN",50.0,46.0,4.0,0.0,0.0,2026-04-01,4.0
"Jackson, WY",37.0,34.0,0.0,3.0,0.0,2026-04-01,3.0
"Jacksonville, FL",1432.0,867.0,22.0,0.0,543.0,2026-04-01,565.0
"Jacksonville, IL",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Jacksonville, NC",185.0,185.0,0.0,0.0,0.0,2026-04-01,0.0
"Jacksonville, TX",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Jamestown, ND",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Jamestown, NY",16.0,16.0,0.0,0.0,0.0,2026-04-01,0.0
"Janesville, WI",19.0,17.0,2.0,0.0,0.0,2026-04-01,2.0
"Jasper, IN",9.0,5.0,4.0,0.0,0.0,2026-04-01,4.0
"Jefferson City, MO",20.0,16.0,4.0,0.0,0.0,2026-04-01,4.0
"Jefferson, GA",183.0,183.0,0.0,0.0,0.0,2026-04-01,0.0
"Jesup, GA",12.0,10.0,2.0,0.0,0.0,2026-04-01,2.0
"Johnson City, TN",78.0,62.0,6.0,0.0,10.0,2026-04-01,16.0
"Johnstown, PA",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"Jonesboro, AR",77.0,57.0,6.0,9.0,5.0,2026-04-01,20.0
"Joplin, MO",53.0,43.0,10.0,0.0,0.0,2026-04-01,10.0
"Juneau, AK",17.0,3.0,2.0,3.0,9.0,2026-04-01,14.0
"Kahului, HI",93.0,45.0,8.0,0.0,40.0,2026-04-01,48.0
"Kalamazoo, MI",56.0,53.0,0.0,3.0,0.0,2026-04-01,3.0
"Kalispell, MT",63.0,22.0,0.0,0.0,41.0,2026-04-01,41.0
"Kankakee, IL",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Kansas City, MO",986.0,583.0,22.0,21.0,360.0,2026-04-01,403.0
"Kapaa, HI",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"Kearney, NE",18.0,18.0,0.0,0.0,0.0,2026-04-01,0.0
"Keene, NH",20.0,15.0,0.0,0.0,5.0,2026-04-01,5.0
"Kendallville, IN",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Kennett, MO",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Kennewick, WA",213.0,139.0,2.0,3.0,69.0,2026-04-01,74.0
"Kenosha, WI",9.0,9.0,0.0,0.0,0.0,2026-04-01,0.0
"Kerrville, TX",14.0,9.0,0.0,0.0,5.0,2026-04-01,5.0
"Ketchikan, AK",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Key West, FL",26.0,24.0,2.0,0.0,0.0,2026-04-01,2.0
"Kill Devil Hills, NC",31.0,31.0,0.0,0.0,0.0,2026-04-01,0.0
"Killeen, TX",278.0,231.0,42.0,0.0,5.0,2026-04-01,47.0
"Kingsland, GA",31.0,31.0,0.0,0.0,0.0,2026-04-01,0.0
"Kingsport, TN",88.0,64.0,2.0,0.0,22.0,2026-04-01,24.0
"Kingston, NY",28.0,19.0,6.0,3.0,0.0,2026-04-01,9.0
"Kingsville, TX",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Kinston, NC",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Kirksville, MO",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Kiryas Joel, NY",185.0,66.0,2.0,0.0,117.0,2026-04-01,119.0
"Klamath Falls, OR",20.0,14.0,2.0,4.0,0.0,2026-04-01,6.0
"Knoxville, TN",741.0,468.0,6.0,0.0,267.0,2026-04-01,273.0
"Kokomo, IN",103.0,7.0,0.0,0.0,96.0,2026-04-01,96.0
"La Crosse, WI",48.0,48.0,0.0,0.0,0.0,2026-04-01,0.0
"La Grande, OR",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"LaGrange, GA",45.0,41.0,0.0,4.0,0.0,2026-04-01,4.0
"Laconia, NH",47.0,42.0,0.0,0.0,5.0,2026-04-01,5.0
"Lafayette, LA",191.0,191.0,0.0,0.0,0.0,2026-04-01,0.0
"Lafayette, IN",252.0,63.0,2.0,0.0,187.0,2026-04-01,189.0
"Lake Charles, LA",80.0,70.0,10.0,0.0,0.0,2026-04-01,10.0
"Lake City, FL",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Lake Havasu City, AZ",70.0,68.0,2.0,0.0,0.0,2026-04-01,2.0
"Lake of the Woods, VA",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Lakeland, FL",610.0,588.0,4.0,0.0,18.0,2026-04-01,22.0
"Lancaster, PA",101.0,67.0,2.0,0.0,32.0,2026-04-01,34.0
"Lansing, MI",81.0,47.0,0.0,0.0,34.0,2026-04-01,34.0
"Laramie, WY",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Laredo, TX",114.0,96.0,0.0,6.0,12.0,2026-04-01,18.0
"Las Cruces, NM",50.0,46.0,4.0,0.0,0.0,2026-04-01,4.0
"Las Vegas, NM",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Las Vegas, NV",600.0,598.0,2.0,0.0,0.0,2026-04-01,2.0
"Laurel, MS",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Laurinburg, NC",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Lawrence, KS",28.0,21.0,2.0,0.0,5.0,2026-04-01,7.0
"Lawrenceburg, TN",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Lawton, OK",22.0,12.0,10.0,0.0,0.0,2026-04-01,10.0
"Le Mars, IA",9.0,9.0,0.0,0.0,0.0,2026-04-01,0.0
"Lebanon, MO",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Lebanon, PA",31.0,22.0,4.0,0.0,5.0,2026-04-01,9.0
"Lebanon, NH",67.0,59.0,2.0,0.0,6.0,2026-04-01,8.0
"Lewisburg, PA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Lewisburg, TN",34.0,29.0,0.0,0.0,5.0,2026-04-01,5.0
"Lewiston, ID",14.0,14.0,0.0,0.0,0.0,2026-04-01,0.0
"Lewiston, ME",31.0,18.0,4.0,4.0,5.0,2026-04-01,13.0
"Lewistown, PA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Lexington Park, MD",22.0,18.0,0.0,4.0,0.0,2026-04-01,4.0
"Lexington, NE",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Lexington, KY",203.0,138.0,4.0,4.0,57.0,2026-04-01,65.0
"Liberal, KS",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Lima, OH",16.0,11.0,0.0,0.0,5.0,2026-04-01,5.0
"Lincoln, IL",8.0,1.0,0.0,0.0,7.0,2026-04-01,7.0
"Lincoln, NE",210.0,98.0,2.0,8.0,102.0,2026-04-01,112.0
"Little Rock, AR",218.0,186.0,32.0,0.0,0.0,2026-04-01,32.0
"Lock Haven, PA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Logan, UT",191.0,87.0,0.0,0.0,104.0,2026-04-01,104.0
"Logansport, IN",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Longview, TX",26.0,26.0,0.0,0.0,0.0,2026-04-01,0.0
"Longview, WA",19.0,19.0,0.0,0.0,0.0,2026-04-01,0.0
"Los Alamos, NM",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Los Angeles, CA",2153.0,1204.0,116.0,18.0,815.0,2026-04-01,949.0
"Louisville, KY",612.0,367.0,4.0,0.0,241.0,2026-04-01,245.0
"Lubbock, TX",462.0,207.0,0.0,0.0,255.0,2026-04-01,255.0
"Ludington, MI",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"Lufkin, TX",17.0,15.0,2.0,0.0,0.0,2026-04-01,2.0
"Lumberton, NC",32.0,30.0,2.0,0.0,0.0,2026-04-01,2.0
"Lynchburg, VA",129.0,127.0,2.0,0.0,0.0,2026-04-01,2.0
"Macomb, IL",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Macon, GA",45.0,45.0,0.0,0.0,0.0,2026-04-01,0.0
"Madison, IN",7.0,7.0,0.0,0.0,0.0,2026-04-01,0.0
"Madison, WI",911.0,169.0,6.0,0.0,736.0,2026-04-01,742.0
"Madisonville, KY",18.0,9.0,4.0,0.0,5.0,2026-04-01,9.0
"Magnolia, AR",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Malvern, AR",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Manchester, NH",55.0,32.0,2.0,6.0,15.0,2026-04-01,23.0
"Manhattan, KS",55.0,35.0,4.0,0.0,16.0,2026-04-01,20.0
"Manitowoc, WI",18.0,16.0,2.0,0.0,0.0,2026-04-01,2.0
"Mankato, MN",72.0,34.0,0.0,0.0,38.0,2026-04-01,38.0
"Mansfield, OH",10.0,10.0,0.0,0.0,0.0,2026-04-01,0.0
"Marietta, OH",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Marinette, WI",21.0,16.0,0.0,0.0,5.0,2026-04-01,5.0
"Marion, IN",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Marion, NC",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Marion, OH",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Marion, IL",11.0,5.0,2.0,4.0,0.0,2026-04-01,6.0
"Marquette, MI",6.0,4.0,2.0,0.0,0.0,2026-04-01,2.0
"Marshall, MN",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Marshall, MO",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Marshalltown, IA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Martin, TN",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Martinsville, VA",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Maryville, MO",7.0,5.0,2.0,0.0,0.0,2026-04-01,2.0
"Mason City, IA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Massena, NY",19.0,19.0,0.0,0.0,0.0,2026-04-01,0.0
"Mayfield, KY",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"McAlester, OK",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"McAllen, TX",554.0,387.0,72.0,95.0,0.0,2026-04-01,167.0
"McComb, MS",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"McMinnville, TN",26.0,23.0,0.0,3.0,0.0,2026-04-01,3.0
"McPherson, KS",11.0,9.0,2.0,0.0,0.0,2026-04-01,2.0
"Meadville, PA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Medford, OR",39.0,35.0,4.0,0.0,0.0,2026-04-01,4.0
"Memphis, TN",302.0,302.0,0.0,0.0,0.0,2026-04-01,0.0
"Menomonie, WI",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Merced, CA",48.0,48.0,0.0,0.0,0.0,2026-04-01,0.0
"Meridian, MS",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Mexico, MO",5.0,3.0,2.0,0.0,0.0,2026-04-01,2.0
"Miami, OK",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Miami, FL",2035.0,553.0,68.0,10.0,1404.0,2026-04-01,1482.0
"Michigan City, IN",30.0,19.0,0.0,0.0,11.0,2026-04-01,11.0
"Middlesborough, KY",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Midland, MI",12.0,12.0,0.0,0.0,0.0,2026-04-01,0.0
"Midland, TX",64.0,64.0,0.0,0.0,0.0,2026-04-01,0.0
"Milledgeville, GA",16.0,16.0,0.0,0.0,0.0,2026-04-01,0.0
"Milwaukee, WI",240.0,144.0,12.0,0.0,84.0,2026-04-01,96.0
"Minden, LA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Mineral Wells, TX",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Minneapolis, MN",1504.0,836.0,12.0,3.0,653.0,2026-04-01,668.0
"Minot, ND",19.0,17.0,2.0,0.0,0.0,2026-04-01,2.0
"Missoula, MT",38.0,21.0,4.0,0.0,13.0,2026-04-01,17.0
"Mitchell, SD",10.0,8.0,2.0,0.0,0.0,2026-04-01,2.0
"Moberly, MO",9.0,9.0,0.0,0.0,0.0,2026-04-01,0.0
"Mobile, AL",95.0,95.0,0.0,0.0,0.0,2026-04-01,0.0
"Modesto, CA",97.0,97.0,0.0,0.0,0.0,2026-04-01,0.0
"Monroe, LA",56.0,56.0,0.0,0.0,0.0,2026-04-01,0.0
"Monroe, MI",24.0,22.0,2.0,0.0,0.0,2026-04-01,2.0
"Montgomery, AL",64.0,64.0,0.0,0.0,0.0,2026-04-01,0.0
"Monticello, IN",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Monticello, NY",33.0,28.0,0.0,0.0,5.0,2026-04-01,5.0
"Montrose, CO",27.0,21.0,2.0,4.0,0.0,2026-04-01,6.0
"Morehead City, NC",46.0,46.0,0.0,0.0,0.0,2026-04-01,0.0
"Morgan City, LA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Morgantown, WV",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Morristown, TN",54.0,52.0,2.0,0.0,0.0,2026-04-01,2.0
"Moscow, ID",17.0,10.0,2.0,0.0,5.0,2026-04-01,7.0
"Moses Lake, WA",41.0,33.0,4.0,4.0,0.0,2026-04-01,8.0
"Moultrie, GA",12.0,10.0,2.0,0.0,0.0,2026-04-01,2.0
"Mount Airy, NC",25.0,25.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Pleasant, MI",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Pleasant, TX",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Sterling, KY",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Vernon, IL",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Vernon, OH",10.0,10.0,0.0,0.0,0.0,2026-04-01,0.0
"Mount Vernon, WA",32.0,11.0,0.0,0.0,21.0,2026-04-01,21.0
"Mountain Home, AR",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"Mountain Home, ID",23.0,23.0,0.0,0.0,0.0,2026-04-01,0.0
"Muncie, IN",26.0,12.0,0.0,0.0,14.0,2026-04-01,14.0
"Murray, KY",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Murrells Inlet, SC",35.0,35.0,0.0,0.0,0.0,2026-04-01,0.0
"Muscatine, IA",7.0,7.0,0.0,0.0,0.0,2026-04-01,0.0
"Muskegon, MI",37.0,37.0,0.0,0.0,0.0,2026-04-01,0.0
"Muskogee, OK",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Myrtle Beach, SC",520.0,510.0,0.0,0.0,10.0,2026-04-01,10.0
"Nacogdoches, TX",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Nantucket, MA",22.0,20.0,2.0,0.0,0.0,2026-04-01,2.0
"Napa, CA",32.0,19.0,2.0,0.0,11.0,2026-04-01,13.0
"Naples, FL",441.0,200.0,0.0,0.0,241.0,2026-04-01,241.0
"Nashville, TN",1941.0,1165.0,28.0,6.0,742.0,2026-04-01,776.0
"Natchez, MS",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Natchitoches, LA",6.0,6.0,0.0,0.0,0.0,2026-04-01,0.0
"New Bern, NC",51.0,51.0,0.0,0.0,0.0,2026-04-01,0.0
"New Castle, IN",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"New Haven, CT",62.0,14.0,4.0,6.0,38.0,2026-04-01,48.0
"New Iberia, LA",8.0,8.0,0.0,0.0,0.0,2026-04-01,0.0
"New Orleans, LA",123.0,83.0,20.0,3.0,17.0,2026-04-01,40.0
"New Philadelphia, OH",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"New Ulm, MN",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"New York, NY",3286.0,838.0,180.0,88.0,2180.0,2026-04-01,2448.0
"Newberry, SC",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Newport, OR",24.0,6.0,0.0,0.0,18.0,2026-04-01,18.0
"Newport, TN",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Niles, MI",37.0,35.0,2.0,0.0,0.0,2026-04-01,2.0
"Nogales, AZ",28.0,26.0,2.0,0.0,0.0,2026-04-01,2.0
"Norfolk, NE",7.0,5.0,2.0,0.0,0.0,2026-04-01,2.0
"North Platte, NE",10.0,0.0,10.0,0.0,0.0,2026-04-01,10.0
"North Port, FL",1044.0,1040.0,0.0,4.0,0.0,2026-04-01,4.0
"North Wilkesboro, NC",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Norwalk, OH",7.0,7.0,0.0,0.0,0.0,2026-04-01,0.0
"Norwich, CT",34.0,23.0,0.0,6.0,5.0,2026-04-01,11.0
"Oak Harbor, WA",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Ocala, FL",588.0,588.0,0.0,0.0,0.0,2026-04-01,0.0
"Ocean Pines, MD",14.0,12.0,2.0,0.0,0.0,2026-04-01,2.0
"Odessa, TX",105.0,105.0,0.0,0.0,0.0,2026-04-01,0.0
"Ogden, UT",290.0,194.0,2.0,29.0,65.0,2026-04-01,96.0
"Oil City, PA",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Okeechobee, FL",9.0,9.0,0.0,0.0,0.0,2026-04-01,0.0
"Oklahoma City, OK",649.0,574.0,26.0,8.0,41.0,2026-04-01,75.0
"Olean, NY",15.0,11.0,4.0,0.0,0.0,2026-04-01,4.0
"Olympia, WA",190.0,83.0,0.0,0.0,107.0,2026-04-01,107.0
"Omaha, NE",447.0,271.0,14.0,3.0,159.0,2026-04-01,176.0
"Oneonta, NY",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Ontario, OR",33.0,23.0,10.0,0.0,0.0,2026-04-01,10.0
"Opelousas, LA",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Orangeburg, SC",12.0,7.0,0.0,0.0,5.0,2026-04-01,5.0
"Orlando, FL",1926.0,1124.0,6.0,36.0,760.0,2026-04-01,802.0
"Oshkosh, WI",30.0,30.0,0.0,0.0,0.0,2026-04-01,0.0
"Oskaloosa, IA",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Othello, WA",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Ottawa, IL",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Ottawa, KS",15.0,15.0,0.0,0.0,0.0,2026-04-01,0.0
"Ottumwa, IA",6.0,1.0,0.0,0.0,5.0,2026-04-01,5.0
"Owatonna, MN",17.0,8.0,0.0,4.0,5.0,2026-04-01,9.0
"Owensboro, KY",24.0,24.0,0.0,0.0,0.0,2026-04-01,0.0
"Owosso, MI",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Oxford, MS",52.0,45.0,4.0,3.0,0.0,2026-04-01,7.0
"Oxnard, CA",131.0,105.0,0.0,3.0,23.0,2026-04-01,26.0
"Ozark, AL",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Paducah, KY",16.0,3.0,4.0,3.0,6.0,2026-04-01,13.0
"Pahrump, NV",40.0,34.0,2.0,4.0,0.0,2026-04-01,6.0
"Palatka, FL",9.0,9.0,0.0,0.0,0.0,2026-04-01,0.0
"Palestine, TX",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Palm Bay, FL",303.0,303.0,0.0,0.0,0.0,2026-04-01,0.0
"Pampa, TX",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Panama City, FL",189.0,174.0,4.0,3.0,8.0,2026-04-01,15.0
"Paragould, AR",24.0,20.0,4.0,0.0,0.0,2026-04-01,4.0
"Paris, TN",2.0,2.0,0.0,0.0,0.0,2026-04-01,0.0
"Paris, TX",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Parkersburg, WV",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Payson, AZ",11.0,11.0,0.0,0.0,0.0,2026-04-01,0.0
"Pella, IA",34.0,25.0,0.0,0.0,9.0,2026-04-01,9.0
"Pensacola, FL",320.0,314.0,6.0,0.0,0.0,2026-04-01,6.0
"Peoria, IL",32.0,13.0,0.0,3.0,16.0,2026-04-01,19.0
"Peru, IN",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Petoskey, MI",13.0,13.0,0.0,0.0,0.0,2026-04-01,0.0
"Philadelphia, PA",1532.0,753.0,28.0,36.0,715.0,2026-04-01,779.0
"Phoenix, AZ",2519.0,1911.0,146.0,0.0,462.0,2026-04-01,608.0
"Picayune, MS",27.0,27.0,0.0,0.0,0.0,2026-04-01,0.0
"Pierre, SD",3.0,3.0,0.0,0.0,0.0,2026-04-01,0.0
"Pikeville, KY",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Pine Bluff, AR",4.0,4.0,0.0,0.0,0.0,2026-04-01,0.0
"Pinehurst, NC",85.0,85.0,0.0,0.0,0.0,2026-04-01,0.0
"Pittsburg, KS",9.0,3.0,6.0,0.0,0.0,2026-04-01,6.0
"Pittsburgh, PA",476.0,272.0,2.0,4.0,198.0,2026-04-01,204.0
"Pittsfield, MA",14.0,9.0,0.0,0.0,5.0,2026-04-01,5.0
"Plainview, TX",0.0,0.0,0.0,0.0,0.0,2026-04-01,0.0
"Platteville, WI",17.0,17.0,0.0,0.0,0.0,2026-04-01,0.0
"Plattsburgh, NY",16.0,11.0,0.0,0.0,5.0,2026-04-01,5.0
"Plymouth, IN",12.0,12.0,0.0,0.0,0.0,2026-04-01,0.0
"Pocatello, ID",50.0,30.0,0.0,20.0,0.0,2026-04-01,20.0
"Ponca City, OK",1.0,1.0,0.0,0.0,0.0,2026-04-01,0.0
"Pontiac, IL",7.0,3.0,4.0,0.0,0.0,2026-04-01,4.0
"Poplar Bluff, MO",9.0,1.0,0.0,8.0,0.0,2026-04-01,8.0
"Port Angeles, WA",19.0,16.0,0.0,3.0,0.0,2026-04-01,3.0
"Port Lavaca, TX",5.0,5.0,0.0,0.0,0.0,2026-04-01,0.0
"Port St. Lucie, FL",372.0,372.0,0.0,0.0,0.0,2026-04-01,0.0
"Port Townsend, WA",19.0,17.0,2.0,0.0,0.0,2026-04-01,2.0
