Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Pittsfield, MA",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"Pocatello, ID",93.0,19.0,10.0,15.0,49.0,2022-10-01,74.0
"Port St. Lucie, FL",353.0,308.0,34.0,0.0,11.0,2022-10-01,45.0
"Portland, ME",210.0,162.0,6.0,6.0,36.0,2022-10-01,48.0
"Portland, OR",831.0,356.0,6.0,0.0,469.0,2022-10-01,475.0
"Poughkeepsie, NY",171.0,73.0,0.0,3.0,95.0,2022-10-01,98.0
"Prescott Valley, AZ",119.0,119.0,0.0,0.0,0.0,2022-10-01,0.0
"Providence, RI",137.0,117.0,14.0,6.0,0.0,2022-10-01,20.0
"Provo, UT",306.0,170.0,22.0,23.0,91.0,2022-10-01,136.0
"Pueblo, CO",34.0,34.0,0.0,0.0,0.0,2022-10-01,0.0
"Punta Gorda, FL",375.0,312.0,30.0,0.0,33.0,2022-10-01,63.0
"Racine, WI",10.0,10.0,0.0,0.0,0.0,2022-10-01,0.0
"Raleigh, NC",1564.0,728.0,4.0,0.0,832.0,2022-10-01,836.0
"Rapid City, SD",46.0,40.0,0.0,0.0,6.0,2022-10-01,6.0
"Reading, PA",18.0,18.0,0.0,0.0,0.0,2022-10-01,0.0
"Redding, CA",20.0,15.0,0.0,0.0,5.0,2022-10-01,5.0
"Reno, NV",369.0,140.0,28.0,4.0,197.0,2022-10-01,229.0
"Richmond, VA",1019.0,277.0,0.0,0.0,742.0,2022-10-01,742.0
"Riverside, CA",853.0,688.0,6.0,24.0,135.0,2022-10-01,165.0
"Roanoke, VA",64.0,27.0,0.0,0.0,37.0,2022-10-01,37.0
"Rochester, MN",47.0,45.0,2.0,0.0,0.0,2022-10-01,2.0
"Rochester, NY",177.0,82.0,12.0,7.0,76.0,2022-10-01,95.0
"Rockford, IL",21.0,15.0,6.0,0.0,0.0,2022-10-01,6.0
"Rocky Mount, NC",31.0,31.0,0.0,0.0,0.0,2022-10-01,0.0
"Rome, GA",29.0,29.0,0.0,0.0,0.0,2022-10-01,0.0
"Sacramento, CA",555.0,533.0,22.0,0.0,0.0,2022-10-01,22.0
"Saginaw, MI",25.0,3.0,2.0,0.0,20.0,2022-10-01,22.0
"Salem, OR",73.0,45.0,0.0,0.0,28.0,2022-10-01,28.0
"Salinas, CA",38.0,32.0,0.0,0.0,6.0,2022-10-01,6.0
"Salisbury, MD",520.0,399.0,6.0,0.0,115.0,2022-10-01,121.0
"Salt Lake City, UT",634.0,211.0,4.0,6.0,413.0,2022-10-01,423.0
"San Angelo, TX",19.0,19.0,0.0,0.0,0.0,2022-10-01,0.0
"San Antonio, TX",1714.0,629.0,36.0,0.0,1049.0,2022-10-01,1085.0
"San Diego, CA",421.0,189.0,6.0,22.0,204.0,2022-10-01,232.0
"San Francisco, CA",709.0,220.0,4.0,11.0,474.0,2022-10-01,489.0
"San Jose, CA",196.0,113.0,0.0,4.0,79.0,2022-10-01,83.0
"San Luis Obispo, CA",52.0,36.0,4.0,6.0,6.0,2022-10-01,16.0
"Santa Cruz, CA",54.0,47.0,2.0,0.0,5.0,2022-10-01,7.0
"Santa Fe, NM",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Santa Maria, CA",70.0,31.0,2.0,0.0,37.0,2022-10-01,39.0
"Santa Rosa, CA",216.0,58.0,0.0,0.0,158.0,2022-10-01,158.0
"Savannah, GA",159.0,132.0,4.0,4.0,19.0,2022-10-01,27.0
"Scranton, PA",39.0,35.0,4.0,0.0,0.0,2022-10-01,4.0
"Seattle, WA",1694.0,427.0,66.0,38.0,1163.0,2022-10-01,1267.0
"Sebastian, FL",96.0,92.0,4.0,0.0,0.0,2022-10-01,4.0
"Sebring, FL",84.0,76.0,8.0,0.0,0.0,2022-10-01,8.0
"Sheboygan, WI",11.0,7.0,4.0,0.0,0.0,2022-10-01,4.0
"Sherman, TX",59.0,48.0,0.0,0.0,11.0,2022-10-01,11.0
"Shreveport, LA",76.0,76.0,0.0,0.0,0.0,2022-10-01,0.0
"Sierra Vista, AZ",35.0,35.0,0.0,0.0,0.0,2022-10-01,0.0
"Sioux City, IA",88.0,24.0,0.0,4.0,60.0,2022-10-01,64.0
"Sioux Falls, SD",160.0,118.0,8.0,0.0,34.0,2022-10-01,42.0
"South Bend, IN",46.0,46.0,0.0,0.0,0.0,2022-10-01,0.0
"Spartanburg, SC",223.0,199.0,0.0,0.0,24.0,2022-10-01,24.0
"Spokane, WA",173.0,89.0,26.0,0.0,58.0,2022-10-01,84.0
"Springfield, IL",19.0,15.0,4.0,0.0,0.0,2022-10-01,4.0
"Springfield, MA",46.0,29.0,2.0,0.0,15.0,2022-10-01,17.0
"Springfield, MO",156.0,149.0,4.0,3.0,0.0,2022-10-01,7.0
"Springfield, OH",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"St. Cloud, MN",41.0,41.0,0.0,0.0,0.0,2022-10-01,0.0
"St. George, UT",174.0,149.0,0.0,4.0,21.0,2022-10-01,25.0
"St. Joseph, MO",11.0,11.0,0.0,0.0,0.0,2022-10-01,0.0
"St. Louis, MO",715.0,315.0,24.0,4.0,372.0,2022-10-01,400.0
"State College, PA",17.0,17.0,0.0,0.0,0.0,2022-10-01,0.0
"Staunton, VA",17.0,15.0,2.0,0.0,0.0,2022-10-01,2.0
"Stockton, CA",212.0,171.0,0.0,0.0,41.0,2022-10-01,41.0
"Sumter, SC",18.0,18.0,0.0,0.0,0.0,2022-10-01,0.0
"Syracuse, NY",36.0,36.0,0.0,0.0,0.0,2022-10-01,0.0
"Tallahassee, FL",244.0,101.0,2.0,0.0,141.0,2022-10-01,143.0
"Tampa, FL",2770.0,1094.0,12.0,164.0,1500.0,2022-10-01,1676.0
"Terre Haute, IN",20.0,11.0,4.0,0.0,5.0,2022-10-01,9.0
"Texarkana, TX",9.0,9.0,0.0,0.0,0.0,2022-10-01,0.0
"The Villages, FL",302.0,236.0,0.0,0.0,66.0,2022-10-01,66.0
"Toledo, OH",375.0,57.0,2.0,4.0,312.0,2022-10-01,318.0
"Topeka, KS",21.0,21.0,0.0,0.0,0.0,2022-10-01,0.0
"Trenton, NJ",40.0,6.0,0.0,0.0,34.0,2022-10-01,34.0
"Tucson, AZ",349.0,276.0,8.0,0.0,65.0,2022-10-01,73.0
"Tulsa, OK",363.0,256.0,2.0,4.0,101.0,2022-10-01,107.0
"Tuscaloosa, AL",119.0,42.0,0.0,11.0,66.0,2022-10-01,77.0
"Twin Falls, ID",23.0,23.0,0.0,0.0,0.0,2022-10-01,0.0
"Tyler, TX",35.0,30.0,0.0,0.0,5.0,2022-10-01,5.0
"Urban Honolulu, HI",389.0,31.0,12.0,0.0,346.0,2022-10-01,358.0
"Utica, NY",20.0,8.0,0.0,0.0,12.0,2022-10-01,12.0
"Valdosta, GA",96.0,80.0,2.0,0.0,14.0,2022-10-01,16.0
"Vallejo, CA",35.0,35.0,0.0,0.0,0.0,2022-10-01,0.0
"Victoria, TX",11.0,11.0,0.0,0.0,0.0,2022-10-01,0.0
"Vineland, NJ",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Virginia Beach, VA",249.0,249.0,0.0,0.0,0.0,2022-10-01,0.0
"Visalia, CA",302.0,94.0,4.0,0.0,204.0,2022-10-01,208.0
"Waco, TX",42.0,35.0,2.0,0.0,5.0,2022-10-01,7.0
"Walla Walla, WA",10.0,8.0,2.0,0.0,0.0,2022-10-01,2.0
"Warner Robins, GA",98.0,98.0,0.0,0.0,0.0,2022-10-01,0.0
"Washington, DC",2129.0,773.0,6.0,0.0,1350.0,2022-10-01,1356.0
"Waterloo, IA",17.0,15.0,2.0,0.0,0.0,2022-10-01,2.0
"Watertown, NY",10.0,10.0,0.0,0.0,0.0,2022-10-01,0.0
"Wausau, WI",37.0,19.0,2.0,0.0,16.0,2022-10-01,18.0
"Weirton, WV",4.0,4.0,0.0,0.0,0.0,2022-10-01,0.0
"Wenatchee, WA",46.0,34.0,2.0,0.0,10.0,2022-10-01,12.0
"Wheeling, WV",2.0,2.0,0.0,0.0,0.0,2022-10-01,0.0
"Wichita Falls, TX",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Wichita, KS",209.0,109.0,58.0,0.0,42.0,2022-10-01,100.0
"Williamsport, PA",3.0,3.0,0.0,0.0,0.0,2022-10-01,0.0
"Wilmington, NC",396.0,219.0,6.0,0.0,171.0,2022-10-01,177.0
"Winchester, VA",52.0,52.0,0.0,0.0,0.0,2022-10-01,0.0
"Winston, NC",335.0,329.0,0.0,0.0,6.0,2022-10-01,6.0
"Worcester, MA",97.0,62.0,2.0,4.0,29.0,2022-10-01,35.0
"Yakima, WA",29.0,21.0,2.0,6.0,0.0,2022-10-01,8.0
"York, PA",111.0,75.0,0.0,0.0,36.0,2022-10-01,36.0
"Youngstown, OH",20.0,20.0,0.0,0.0,0.0,2022-10-01,0.0
"Yuba City, CA",37.0,30.0,2.0,0.0,5.0,2022-10-01,7.0
"Yuma, AZ",51.0,49.0,2.0,0.0,0.0,2022-10-01,2.0
,,,,,,2022-09-01,
"Abilene, TX",38.0,34.0,4.0,0.0,0.0,2022-09-01,4.0
"Akron, OH",86.0,51.0,0.0,10.0,25.0,2022-09-01,35.0
"Albany, GA",17.0,17.0,0.0,0.0,0.0,2022-09-01,0.0
"Albany, OR",25.0,18.0,2.0,0.0,5.0,2022-09-01,7.0
"Albany, NY",217.0,93.0,2.0,0.0,122.0,2022-09-01,124.0
"Albuquerque, NM",174.0,165.0,0.0,0.0,9.0,2022-09-01,9.0
"Alexandria, LA",29.0,29.0,0.0,0.0,0.0,2022-09-01,0.0
"Allentown, PA",243.0,197.0,2.0,4.0,40.0,2022-09-01,46.0
"Altoona, PA",10.0,10.0,0.0,0.0,0.0,2022-09-01,0.0
"Amarillo, TX",66.0,56.0,6.0,4.0,0.0,2022-09-01,10.0
"Ames, IA",63.0,35.0,0.0,12.0,16.0,2022-09-01,28.0
"Anchorage, AK",80.0,49.0,0.0,7.0,24.0,2022-09-01,31.0
"Ann Arbor, MI",43.0,43.0,0.0,0.0,0.0,2022-09-01,0.0
"Anniston, AL",6.0,6.0,0.0,0.0,0.0,2022-09-01,0.0
"Appleton, WI",88.0,36.0,2.0,0.0,50.0,2022-09-01,52.0
"Asheville, NC",288.0,175.0,0.0,0.0,113.0,2022-09-01,113.0
"Athens, GA",45.0,37.0,8.0,0.0,0.0,2022-09-01,8.0
"Atlanta, GA",3797.0,2051.0,6.0,29.0,1711.0,2022-09-01,1746.0
"Atlantic City, NJ",163.0,30.0,0.0,0.0,133.0,2022-09-01,133.0
"Auburn, AL",126.0,95.0,2.0,3.0,26.0,2022-09-01,31.0
"Augusta, GA",333.0,229.0,0.0,0.0,104.0,2022-09-01,104.0
"Austin, TX",3191.0,1424.0,32.0,11.0,1724.0,2022-09-01,1767.0
"Bakersfield, CA",123.0,114.0,2.0,0.0,7.0,2022-09-01,9.0
"Baltimore, MD",187.0,176.0,0.0,0.0,11.0,2022-09-01,11.0
"Bangor, ME",27.0,25.0,2.0,0.0,0.0,2022-09-01,2.0
"Barnstable Town, MA",89.0,89.0,0.0,0.0,0.0,2022-09-01,0.0
"Baton Rouge, LA",259.0,253.0,6.0,0.0,0.0,2022-09-01,6.0
"Battle Creek, MI",4.0,4.0,0.0,0.0,0.0,2022-09-01,0.0
"Bay City, MI",4.0,4.0,0.0,0.0,0.0,2022-09-01,0.0
"Beaumont, TX",95.0,95.0,0.0,0.0,0.0,2022-09-01,0.0
"Beckley, WV",6.0,6.0,0.0,0.0,0.0,2022-09-01,0.0
"Bellingham, WA",42.0,42.0,0.0,0.0,0.0,2022-09-01,0.0
"Bend, OR",128.0,100.0,18.0,0.0,10.0,2022-09-01,28.0
"Billings, MT",39.0,37.0,2.0,0.0,0.0,2022-09-01,2.0
"Binghamton, NY",33.0,13.0,0.0,0.0,20.0,2022-09-01,20.0
"Birmingham, AL",525.0,202.0,8.0,0.0,315.0,2022-09-01,323.0
"Bismarck, ND",84.0,84.0,0.0,0.0,0.0,2022-09-01,0.0
"Blacksburg, VA",33.0,33.0,0.0,0.0,0.0,2022-09-01,0.0
"Bloomington, IL",15.0,13.0,2.0,0.0,0.0,2022-09-01,2.0
"Bloomington, IN",239.0,27.0,0.0,0.0,212.0,2022-09-01,212.0
"Bloomsburg, PA",9.0,4.0,0.0,0.0,5.0,2022-09-01,5.0
"Boise City, ID",509.0,367.0,34.0,44.0,64.0,2022-09-01,142.0
"Boston, MA",1276.0,400.0,52.0,31.0,793.0,2022-09-01,876.0
"Boulder, CO",200.0,66.0,2.0,3.0,129.0,2022-09-01,134.0
"Bowling Green, KY",43.0,41.0,2.0,0.0,0.0,2022-09-01,2.0
"Bremerton, WA",71.0,47.0,0.0,0.0,24.0,2022-09-01,24.0
"Bridgeport, CT",132.0,40.0,2.0,0.0,90.0,2022-09-01,92.0
"Brownsville, TX",149.0,92.0,18.0,7.0,32.0,2022-09-01,57.0
"Brunswick, GA",49.0,42.0,2.0,0.0,5.0,2022-09-01,7.0
"Buffalo, NY",163.0,139.0,4.0,0.0,20.0,2022-09-01,24.0
"Burlington, NC",144.0,137.0,0.0,0.0,7.0,2022-09-01,7.0
"Burlington, VT",37.0,27.0,4.0,0.0,6.0,2022-09-01,10.0
"California, MD",16.0,16.0,0.0,0.0,0.0,2022-09-01,0.0
"Canton, OH",129.0,114.0,2.0,3.0,10.0,2022-09-01,15.0
"Cape Coral, FL",911.0,597.0,46.0,4.0,264.0,2022-09-01,314.0
"Cape Girardeau, MO",14.0,12.0,2.0,0.0,0.0,2022-09-01,2.0
"Carbondale, IL",2.0,2.0,0.0,0.0,0.0,2022-09-01,0.0
"Carson City, NV",20.0,11.0,0.0,0.0,9.0,2022-09-01,9.0
"Casper, WY",10.0,5.0,0.0,0.0,5.0,2022-09-01,5.0
"Cedar Rapids, IA",27.0,27.0,0.0,0.0,0.0,2022-09-01,0.0
"Chambersburg, PA",27.0,21.0,2.0,4.0,0.0,2022-09-01,6.0
"Champaign, IL",77.0,35.0,0.0,0.0,42.0,2022-09-01,42.0
"Charleston, WV",14.0,14.0,0.0,0.0,0.0,2022-09-01,0.0
"Charleston, SC",673.0,459.0,2.0,0.0,212.0,2022-09-01,214.0
"Charlotte, NC",1760.0,1278.0,2.0,0.0,480.0,2022-09-01,482.0
"Charlottesville, VA",111.0,65.0,2.0,0.0,44.0,2022-09-01,46.0
"Chattanooga, TN",297.0,191.0,42.0,6.0,58.0,2022-09-01,106.0
"Cheyenne, WY",44.0,20.0,0.0,0.0,24.0,2022-09-01,24.0
"Chicago, IL",2081.0,630.0,44.0,66.0,1341.0,2022-09-01,1451.0
"Chico, CA",149.0,59.0,0.0,0.0,90.0,2022-09-01,90.0
"Cincinnati, OH",433.0,271.0,16.0,12.0,134.0,2022-09-01,162.0
"Clarksville, TN",334.0,60.0,0.0,48.0,226.0,2022-09-01,274.0
"Cleveland, TN",45.0,45.0,0.0,0.0,0.0,2022-09-01,0.0
"Cleveland, OH",273.0,215.0,4.0,19.0,35.0,2022-09-01,58.0
"Coeur dAlene, ID",173.0,94.0,0.0,3.0,76.0,2022-09-01,79.0
"College Station, TX",180.0,114.0,0.0,0.0,66.0,2022-09-01,66.0
"Colorado Springs, CO",304.0,182.0,0.0,0.0,122.0,2022-09-01,122.0
"Columbia, MO",76.0,71.0,0.0,0.0,5.0,2022-09-01,5.0
"Columbia, SC",357.0,349.0,0.0,0.0,8.0,2022-09-01,8.0
"Columbus, GA",42.0,38.0,4.0,0.0,0.0,2022-09-01,4.0
"Columbus, IN",11.0,11.0,0.0,0.0,0.0,2022-09-01,0.0
"Columbus, OH",1025.0,428.0,24.0,16.0,557.0,2022-09-01,597.0
"Corpus Christi, TX",152.0,124.0,0.0,3.0,25.0,2022-09-01,28.0
"Corvallis, OR",7.0,5.0,2.0,0.0,0.0,2022-09-01,2.0
"Crestview, FL",947.0,213.0,38.0,0.0,696.0,2022-09-01,734.0
"Cumberland, MD",12.0,9.0,0.0,3.0,0.0,2022-09-01,3.0
"Dallas, TX",4878.0,3252.0,42.0,39.0,1545.0,2022-09-01,1626.0
"Dalton, GA",35.0,29.0,6.0,0.0,0.0,2022-09-01,6.0
"Danville, IL",0.0,0.0,0.0,0.0,0.0,2022-09-01,0.0
"Daphne, AL",351.0,329.0,22.0,0.0,0.0,2022-09-01,22.0
"Davenport, IA",35.0,24.0,0.0,6.0,5.0,2022-09-01,11.0
"Dayton, OH",281.0,82.0,0.0,6.0,193.0,2022-09-01,199.0
"Decatur, AL",24.0,24.0,0.0,0.0,0.0,2022-09-01,0.0
"Decatur, IL",0.0,0.0,0.0,0.0,0.0,2022-09-01,0.0
"Deltona, FL",649.0,581.0,24.0,0.0,44.0,2022-09-01,68.0
"Denver, CO",2013.0,604.0,0.0,27.0,1382.0,2022-09-01,1409.0
"Des Moines, IA",489.0,276.0,0.0,3.0,210.0,2022-09-01,213.0
"Detroit, MI",588.0,395.0,2.0,21.0,170.0,2022-09-01,193.0
"Dothan, AL",17.0,17.0,0.0,0.0,0.0,2022-09-01,0.0
"Dover, DE",56.0,56.0,0.0,0.0,0.0,2022-09-01,0.0
"Dubuque, IA",40.0,19.0,2.0,0.0,19.0,2022-09-01,21.0
"Duluth, MN",50.0,48.0,2.0,0.0,0.0,2022-09-01,2.0
"Durham, NC",411.0,224.0,4.0,0.0,183.0,2022-09-01,187.0
"East Stroudsburg, PA",23.0,23.0,0.0,0.0,0.0,2022-09-01,0.0
"Eau Claire, WI",117.0,29.0,28.0,0.0,60.0,2022-09-01,88.0
"El Centro, CA",30.0,24.0,0.0,0.0,6.0,2022-09-01,6.0
"El Paso, TX",213.0,177.0,12.0,3.0,21.0,2022-09-01,36.0
"Elizabethtown, KY",329.0,41.0,28.0,12.0,248.0,2022-09-01,288.0
"Elkhart, IN",38.0,38.0,0.0,0.0,0.0,2022-09-01,0.0
"Elmira, NY",8.0,3.0,0.0,0.0,5.0,2022-09-01,5.0
"Enid, OK",6.0,6.0,0.0,0.0,0.0,2022-09-01,0.0
"Erie, PA",17.0,17.0,0.0,0.0,0.0,2022-09-01,0.0
"Eugene, OR",90.0,90.0,0.0,0.0,0.0,2022-09-01,0.0
"Evansville, IN",96.0,64.0,8.0,0.0,24.0,2022-09-01,32.0
"Fairbanks, AK",8.0,8.0,0.0,0.0,0.0,2022-09-01,0.0
"Fargo, ND",133.0,133.0,0.0,0.0,0.0,2022-09-01,0.0
"Farmington, NM",9.0,9.0,0.0,0.0,0.0,2022-09-01,0.0
"Fayetteville, NC",169.0,169.0,0.0,0.0,0.0,2022-09-01,0.0
"Fayetteville, AR",554.0,505.0,4.0,7.0,38.0,2022-09-01,49.0
"Flagstaff, AZ",28.0,28.0,0.0,0.0,0.0,2022-09-01,0.0
"Flint, MI",23.0,23.0,0.0,0.0,0.0,2022-09-01,0.0
"Florence, SC",33.0,33.0,0.0,0.0,0.0,2022-09-01,0.0
"Florence, AL",22.0,22.0,0.0,0.0,0.0,2022-09-01,0.0
"Fond du Lac, WI",17.0,8.0,0.0,0.0,9.0,2022-09-01,9.0
"Fort Collins, CO",148.0,120.0,6.0,0.0,22.0,2022-09-01,28.0
"Fort Smith, AR",116.0,23.0,6.0,3.0,84.0,2022-09-01,93.0
"Fort Wayne, IN",129.0,113.0,16.0,0.0,0.0,2022-09-01,16.0
"Fresno, CA",234.0,234.0,0.0,0.0,0.0,2022-09-01,0.0
"Gadsden, AL",10.0,10.0,0.0,0.0,0.0,2022-09-01,0.0
"Gainesville, FL",197.0,81.0,0.0,0.0,116.0,2022-09-01,116.0
"Gainesville, GA",85.0,85.0,0.0,0.0,0.0,2022-09-01,0.0
"Gettysburg, PA",36.0,36.0,0.0,0.0,0.0,2022-09-01,0.0
"Glens Falls, NY",33.0,31.0,2.0,0.0,0.0,2022-09-01,2.0
"Goldsboro, NC",25.0,25.0,0.0,0.0,0.0,2022-09-01,0.0
"Grand Forks, ND",24.0,24.0,0.0,0.0,0.0,2022-09-01,0.0
"Grand Island, NE",22.0,18.0,0.0,4.0,0.0,2022-09-01,4.0
"Grand Junction, CO",52.0,50.0,2.0,0.0,0.0,2022-09-01,2.0
"Grand Rapids, MI",212.0,166.0,10.0,3.0,33.0,2022-09-01,46.0
"Grants Pass, OR",16.0,14.0,2.0,0.0,0.0,2022-09-01,2.0
"Great Falls, MT",24.0,24.0,0.0,0.0,0.0,2022-09-01,0.0
"Greeley, CO",487.0,173.0,8.0,6.0,300.0,2022-09-01,314.0
"Green Bay, WI",69.0,57.0,2.0,0.0,10.0,2022-09-01,12.0
"Greensboro, NC",161.0,128.0,0.0,0.0,33.0,2022-09-01,33.0
"Greenville, NC",233.0,41.0,0.0,0.0,192.0,2022-09-01,192.0
"Greenville, SC",485.0,476.0,2.0,7.0,0.0,2022-09-01,9.0
"Gulfport, MS",292.0,274.0,2.0,4.0,12.0,2022-09-01,18.0
"Hagerstown, MD",82.0,64.0,18.0,0.0,0.0,2022-09-01,18.0
"Hammond, LA",127.0,65.0,2.0,0.0,60.0,2022-09-01,62.0
"Hanford, CA",54.0,54.0,0.0,0.0,0.0,2022-09-01,0.0
"Harrisburg, PA",103.0,96.0,2.0,0.0,5.0,2022-09-01,7.0
"Harrisonburg, VA",47.0,47.0,0.0,0.0,0.0,2022-09-01,0.0
"Hartford, CT",87.0,64.0,2.0,0.0,21.0,2022-09-01,23.0
"Hattiesburg, MS",10.0,7.0,0.0,3.0,0.0,2022-09-01,3.0
"Hickory, NC",183.0,166.0,0.0,0.0,17.0,2022-09-01,17.0
"Hilton Head Island, SC",268.0,160.0,0.0,32.0,76.0,2022-09-01,108.0
"Hinesville, GA",80.0,80.0,0.0,0.0,0.0,2022-09-01,0.0
"Homosassa Springs, FL",130.0,130.0,0.0,0.0,0.0,2022-09-01,0.0
"Hot Springs, AR",1.0,1.0,0.0,0.0,0.0,2022-09-01,0.0
"Houma, LA",44.0,42.0,2.0,0.0,0.0,2022-09-01,2.0
"Houston, TX",6199.0,3147.0,54.0,0.0,2998.0,2022-09-01,3052.0
"Huntington, WV",17.0,17.0,0.0,0.0,0.0,2022-09-01,0.0
"Huntsville, AL",298.0,268.0,0.0,0.0,30.0,2022-09-01,30.0
"Idaho Falls, ID",71.0,71.0,0.0,0.0,0.0,2022-09-01,0.0
"Indianapolis, IN",1488.0,847.0,10.0,55.0,576.0,2022-09-01,641.0
"Iowa City, IA",77.0,38.0,2.0,0.0,37.0,2022-09-01,39.0
"Ithaca, NY",18.0,13.0,0.0,0.0,5.0,2022-09-01,5.0
"Jackson, MI",8.0,8.0,0.0,0.0,0.0,2022-09-01,0.0
"Jackson, MS",82.0,82.0,0.0,0.0,0.0,2022-09-01,0.0
"Jackson, TN",45.0,43.0,2.0,0.0,0.0,2022-09-01,2.0
"Jacksonville, FL",2178.0,1041.0,2.0,8.0,1127.0,2022-09-01,1137.0
"Jacksonville, NC",101.0,93.0,8.0,0.0,0.0,2022-09-01,8.0
"Janesville, WI",31.0,29.0,2.0,0.0,0.0,2022-09-01,2.0
"Jefferson City, MO",21.0,18.0,0.0,3.0,0.0,2022-09-01,3.0
"Johnson City, TN",76.0,55.0,0.0,0.0,21.0,2022-09-01,21.0
"Johnstown, PA",7.0,7.0,0.0,0.0,0.0,2022-09-01,0.0
"Jonesboro, AR",100.0,49.0,10.0,25.0,16.0,2022-09-01,51.0
"Joplin, MO",63.0,46.0,12.0,0.0,5.0,2022-09-01,17.0
"Kahului, HI",27.0,27.0,0.0,0.0,0.0,2022-09-01,0.0
"Kalamazoo, MI",115.0,27.0,0.0,48.0,40.0,2022-09-01,88.0
"Kankakee, IL",11.0,11.0,0.0,0.0,0.0,2022-09-01,0.0
"Kansas City, MO",1012.0,344.0,18.0,47.0,603.0,2022-09-01,668.0
"Kennewick, WA",99.0,87.0,4.0,8.0,0.0,2022-09-01,12.0
"Killeen, TX",364.0,184.0,180.0,0.0,0.0,2022-09-01,180.0
"Kingsport, TN",56.0,46.0,0.0,0.0,10.0,2022-09-01,10.0
"Kingston, NY",27.0,27.0,0.0,0.0,0.0,2022-09-01,0.0
"Knoxville, TN",309.0,269.0,6.0,0.0,34.0,2022-09-01,40.0
"Kokomo, IN",4.0,4.0,0.0,0.0,0.0,2022-09-01,0.0
"La Crosse, WI",44.0,20.0,4.0,3.0,17.0,2022-09-01,24.0
"Lafayette, LA",126.0,126.0,0.0,0.0,0.0,2022-09-01,0.0
"Lafayette, IN",333.0,36.0,0.0,3.0,294.0,2022-09-01,297.0
"Lake Charles, LA",78.0,76.0,2.0,0.0,0.0,2022-09-01,2.0
"Lake Havasu City, AZ",135.0,131.0,4.0,0.0,0.0,2022-09-01,4.0
"Lakeland, FL",784.0,505.0,6.0,0.0,273.0,2022-09-01,279.0
"Lancaster, PA",80.0,56.0,10.0,4.0,10.0,2022-09-01,24.0
"Lansing, MI",144.0,34.0,4.0,4.0,102.0,2022-09-01,110.0
"Laredo, TX",113.0,90.0,4.0,3.0,16.0,2022-09-01,23.0
"Las Cruces, NM",92.0,88.0,0.0,4.0,0.0,2022-09-01,4.0
"Las Vegas, NV",935.0,559.0,14.0,20.0,342.0,2022-09-01,376.0
"Lawrence, KS",170.0,12.0,0.0,0.0,158.0,2022-09-01,158.0
"Lawton, OK",4.0,4.0,0.0,0.0,0.0,2022-09-01,0.0
"Lebanon, PA",25.0,20.0,0.0,0.0,5.0,2022-09-01,5.0
"Lewiston, ID",9.0,9.0,0.0,0.0,0.0,2022-09-01,0.0
"Lewiston, ME",12.0,12.0,0.0,0.0,0.0,2022-09-01,0.0
"Lexington, KY",202.0,98.0,2.0,3.0,99.0,2022-09-01,104.0
"Lima, OH",16.0,9.0,0.0,0.0,7.0,2022-09-01,7.0
"Lincoln, NE",234.0,88.0,4.0,0.0,142.0,2022-09-01,146.0
"Little Rock, AR",145.0,141.0,4.0,0.0,0.0,2022-09-01,4.0
"Logan, UT",103.0,65.0,0.0,0.0,38.0,2022-09-01,38.0
"Longview, TX",37.0,28.0,2.0,0.0,7.0,2022-09-01,9.0
"Longview, WA",56.0,20.0,0.0,0.0,36.0,2022-09-01,36.0
"Los Angeles, CA",3432.0,767.0,144.0,22.0,2499.0,2022-09-01,2665.0
"Louisville, KY",317.0,264.0,6.0,0.0,47.0,2022-09-01,53.0
"Lubbock, TX",377.0,114.0,20.0,0.0,243.0,2022-09-01,263.0
"Lynchburg, VA",77.0,51.0,0.0,7.0,19.0,2022-09-01,26.0
"Macon, GA",31.0,31.0,0.0,0.0,0.0,2022-09-01,0.0
"Madera, CA",32.0,32.0,0.0,0.0,0.0,2022-09-01,0.0
"Madison, WI",781.0,144.0,26.0,0.0,611.0,2022-09-01,637.0
"Manchester, NH",52.0,40.0,12.0,0.0,0.0,2022-09-01,12.0
"Manhattan, KS",39.0,14.0,0.0,0.0,25.0,2022-09-01,25.0
"Mankato, MN",40.0,16.0,2.0,0.0,22.0,2022-09-01,24.0
"Mansfield, OH",22.0,10.0,0.0,12.0,0.0,2022-09-01,12.0
"McAllen, TX",414.0,315.0,16.0,51.0,32.0,2022-09-01,99.0
"Medford, OR",38.0,32.0,0.0,0.0,6.0,2022-09-01,6.0
"Memphis, TN",562.0,268.0,0.0,0.0,294.0,2022-09-01,294.0
"Merced, CA",15.0,15.0,0.0,0.0,0.0,2022-09-01,0.0
"Miami, FL",1894.0,558.0,26.0,4.0,1306.0,2022-09-01,1336.0
"Michigan City, IN",9.0,9.0,0.0,0.0,0.0,2022-09-01,0.0
"Midland, MI",14.0,8.0,6.0,0.0,0.0,2022-09-01,6.0
"Midland, TX",34.0,34.0,0.0,0.0,0.0,2022-09-01,0.0
