name,lat,lng,population
"Miami Beach, FL",25.8171,-80.1396,81319
"Wenatchee, WA",47.436,-120.3295,81106
"Jackson, MI",42.2431,-84.4038,81058
"Lehi, UT",40.4136,-111.8725,81039
"Anderson, IN",40.0891,-85.6892,80820
"Homestead, FL",25.4665,-80.4472,80725
"Florence, AL",34.8303,-87.6655,80720
"Rancho Cordova, CA",38.5737,-121.2527,80656
"Morgantown, WV",39.6383,-79.9464,80626
"Boynton Beach, FL",26.5281,-80.0811,80601
"Somerville, MA",42.3908,-71.1014,80549
"North Port, FL",27.0576,-82.1977,80512
"Lakewood, CA",33.8471,-118.1222,80510
"Salisbury, MD",38.3756,-75.5865,80352
"South Jordan, UT",40.557,-111.9784,80331
"Parma, OH",41.3843,-81.7286,80131
"Pharr, TX",26.1685,-98.1904,79809
"State College, PA",40.7909,-77.8567,79803
"Plymouth, MN",45.0225,-93.4617,79526
"Turlock, CA",37.5053,-120.8588,79394
"Davis, CA",38.5553,-121.737,79355
"Perris, CA",33.7898,-117.2233,79349
"Jonesboro, AR",35.8212,-90.6791,79187
"Tustin, CA",33.7311,-117.8107,79035
"Terre Haute, IN",39.466,-87.3751,78940
"Upland, CA",34.1178,-117.6604,78940
"Georgetown, TX",30.666,-97.6966,78803
"Texarkana, TX",33.45,-94.0847,78541
"Kendall, FL",25.6697,-80.3556,78527
"Pasco, WA",46.2506,-119.1305,78446
"Milpitas, CA",37.4336,-121.8921,78216
"Carmichael, CA",38.6318,-121.3263,78070
"Chino Hills, CA",33.9508,-117.7254,78024
"Flower Mound, TX",33.0343,-97.1146,77886
"Flagstaff, AZ",35.1872,-111.6194,77868
"Alton, IL",38.9037,-90.152,77583
"Pleasanton, CA",37.6663,-121.8805,77500
"Cedar Park, TX",30.5105,-97.8197,77474
"Bellflower, CA",33.888,-118.1271,77396
"Loveland, CO",40.4166,-105.0623,77350
"Mansfield, OH",40.7656,-82.5275,77137
"Hammond, IN",41.6168,-87.4909,77098
"Bethlehem, PA",40.6266,-75.3679,77069
"Woodbury, MN",44.9057,-92.923,76945
"Alameda, CA",37.7668,-122.267,76876
"Wyoming, MI",42.8908,-85.7066,76865
"Schaumburg, IL",42.0308,-88.0838,76780
"Castle Rock, CO",39.3763,-104.8535,76614
"Evanston, IL",42.0464,-87.6943,76552
"Doral, FL",25.8152,-80.3565,76490
"St. Joseph, MO",39.7598,-94.821,76484
"Valdosta, GA",30.8502,-83.2788,76393
"Wausau, WI",44.962,-89.6459,76386
"Pocatello, ID",42.8724,-112.4647,76370
"Elizabethtown, KY",37.7031,-85.8773,76363
"Anniston, AL",33.6712,-85.8135,76228
"Arlington Heights, IL",42.0955,-87.9826,76220
"Rochester Hills, MI",42.6645,-83.1563,76086
"Southfield, MI",42.4765,-83.2605,76025
"Daytona Beach, FL",29.1995,-81.0982,75924
"Pittsburg, CA",38.0182,-121.8965,75868
"Oshkosh, WI",44.0227,-88.5619,75850
"Redmond, WA",47.6763,-122.1169,75721
"Saratoga Springs, NY",43.0674,-73.7775,75599
"Apple Valley, CA",34.5352,-117.2109,75478
"Mansfield, TX",32.569,-97.1213,75398
"Pawtucket, RI",41.8744,-71.3743,75280
"Missouri City, TX",29.563,-95.5365,75234
"Broomfield, CO",39.9542,-105.0526,75110
"Janesville, WI",42.6854,-89.0135,74640
"San Marcos, TX",29.8734,-97.9356,74469
"Camarillo, CA",34.223,-119.0321,74210
"Jackson, TN",35.6538,-88.8354,74049
"Dothan, AL",31.2336,-85.407,74002
"Sherman, TX",33.6273,-96.6221,73984
"Lauderhill, FL",26.1605,-80.2241,73961
"Harrisonburg, VA",38.4362,-78.8735,73926
"Bolingbrook, IL",41.6901,-88.1021,73813
"Ellicott City, MD",39.2774,-76.8345,73737
"Alexandria, LA",31.2923,-92.4702,73457
"Battle Creek, MI",42.2985,-85.2296,73448
"New Britain, CT",41.6759,-72.7862,73301
"Sheboygan, WI",43.7403,-87.7316,73268
"Brunswick, GA",31.1449,-81.4746,73159
"Altoona, PA",40.5082,-78.4007,73070
"Lodi, CA",38.1218,-121.2932,72996
"Redlands, CA",34.0512,-117.1712,72985
"Caguas, PR",18.2319,-66.0388,72862
"Dale City, VA",38.6473,-77.3459,72793
"Glen Burnie, MD",39.156,-76.6071,72772
"Mount Vernon, NY",40.9136,-73.8291,72528
"Lakeville, MN",44.6774,-93.252,72480
"Dover, NH",43.1887,-70.8845,72476
"Lebanon, PA",40.3412,-76.4228,72475
"Rocklin, CA",38.8075,-121.2489,72340
"Framingham, MA",42.3085,-71.4368,72013
"Wesley Chapel, FL",28.2106,-82.3238,71965
"Noblesville, IN",40.0355,-86.0042,71940
"Tamarac, FL",26.2056,-80.2539,71887
"Centreville, VA",38.839,-77.4389,71885
"Poinciana, FL",28.1217,-81.4821,71665
"Fairbanks, AK",64.8353,-147.6533,71555
"Lake Elsinore, CA",33.6847,-117.3344,71516
"Camden, NJ",39.9361,-75.1073,71471
"Rogers, AR",36.317,-94.1531,71411
"Blaine, MN",45.1696,-93.2077,71261
"Wilmington, DE",39.7415,-75.5416,71124
"St. Charles, MO",38.7954,-90.5157,71048
"Blacksburg, VA",37.23,-80.4279,71014
"Waukesha, WI",43.0087,-88.2464,70779
"Casas Adobes, AZ",32.3423,-111.0113,70770
"Baldwin Park, CA",34.0829,-117.9722,70720
"Cleveland, TN",35.1817,-84.8707,70578
"Dublin, CA",37.7161,-121.8963,70542
"Ankeny, IA",41.7288,-93.6031,70542
"Maple Grove, MN",45.1089,-93.4626,70539
"Bayonne, NJ",40.6668,-74.1158,70468
"North Richland Hills, TX",32.8604,-97.218,70338
"Eastvale, CA",33.9617,-117.5803,70179
"Guaynabo, PR",18.3832,-66.1134,70087
"Glens Falls, NY",43.3109,-73.6458,70005
"Longview, WA",46.1461,-122.963,70004
"Tulare, CA",36.1995,-119.34,69984
"Conway, AR",35.0753,-92.4692,69918
"West Des Moines, IA",41.5521,-93.7806,69893
"Redondo Beach, CA",33.8577,-118.3765,69814
"Walnut Creek, CA",37.9024,-122.0399,69790
"Passaic, NJ",40.8574,-74.1282,69651
"Porterville, CA",36.0643,-119.0338,69616
"Maricopa, AZ",33.0408,-112.0011,69554
"Fajardo, PR",18.3331,-65.6589,69381
"Spring Hill, TN",35.7437,-86.9116,69298
"Gaithersburg, MD",39.1346,-77.2131,69225
"El Paso de Robles, CA",35.6394,-120.656,69218
"East Orange, NJ",40.7651,-74.2117,69183
"Sumter, SC",33.9392,-80.393,68914
"Grand Forks, ND",47.9214,-97.0884,68853
"Bristol, TN",36.5572,-82.2154,68737
"Michigan City, IN",41.7092,-86.869,68617
"Gary, IN",41.5905,-87.3473,68604
"Dubuque, IA",42.5002,-90.707,68567
"Schenectady, NY",42.8025,-73.9275,68521
"Casper, WY",42.842,-106.3208,68438
"Hanford, CA",36.3274,-119.6549,68276
"Shawnee, KS",39.0158,-94.8076,68175
"South Hill, WA",47.1198,-122.2853,68161
"Eagan, MN",44.817,-93.1638,68158
"Union City, CA",37.6032,-122.0181,68141
"Weston, FL",26.1006,-80.4054,67952
"Kankakee, IL",41.102,-87.8643,67925
"Leander, TX",30.5728,-97.8618,67880
"Hammond, LA",30.5061,-90.4563,67874
"Corvallis, OR",44.5698,-123.2779,67769
"Apex, NC",35.7237,-78.8743,67765
"Yorba Linda, CA",33.889,-117.7714,67407
"Bethesda, MD",38.9866,-77.1188,67403
"Haverhill, MA",42.7838,-71.0871,67387
"Palo Alto, CA",37.3905,-122.1468,67231
"Rockville, MD",39.0834,-77.1553,67218
"Spring, TX",30.0613,-95.383,67103
"Delray Beach, FL",26.455,-80.0905,66940
"Watsonville, CA",36.9206,-121.7708,66842
"Mount Vernon, WA",48.4203,-122.3115,66704
"Palatine, IL",42.118,-88.043,66548
"Victoria, TX",28.8287,-96.9849,66523
"Skokie, IL",42.036,-87.74,66427
"Morristown, TN",36.2043,-83.3001,66407
"Sammamish, WA",47.6017,-122.0416,66375
"Union City, NJ",40.7675,-74.0323,66375
"Queen Creek, AZ",33.2454,-111.6173,66369
"Alpharetta, GA",34.0704,-84.2738,66355
"Lima, OH",40.741,-84.112,66286
"Novi, MI",42.4786,-83.4893,66224
"Great Falls, MT",47.5022,-111.2996,66175
"Ames, IA",42.0256,-93.6217,66112
"Juana Diaz, PR",18.0532,-66.5044,66102
"Malden, MA",42.4305,-71.0576,65509
"Dundalk, MD",39.2704,-76.4942,65441
"Albany, OR",44.6272,-123.0965,65410
"Castro Valley, CA",37.7088,-122.0626,65389
"Dalton, GA",34.769,-84.972,65317
"Lynwood, CA",33.924,-118.2016,65291
"Pflugerville, TX",30.4515,-97.6018,65162
"Sebring, FL",27.477,-81.453,65138
"Kenner, LA",30.0109,-90.2549,65113
"Port Charlotte, FL",26.9918,-82.114,64971
"Waltham, MA",42.3889,-71.2423,64723
"Commerce City, CO",39.8641,-104.843,64640
"Brentwood, CA",37.9356,-121.719,64609
"North Little Rock, AR",34.7807,-92.2371,64504
"South San Francisco, CA",37.6538,-122.4196,64487
"Bellevue, NE",41.1485,-95.939,64355
"Burnsville, MN",44.7648,-93.2793,64295
"Greenwood, IN",39.6019,-86.1073,64237
"Rowlett, TX",32.9155,-96.5489,64139
"Laguna Niguel, CA",33.5275,-117.705,64023
"Bozeman, MT",45.6833,-111.0558,63917
"Port Orange, FL",29.1085,-81.0137,63818
"Reston, VA",38.9497,-77.3461,63542
"San Clemente, CA",33.4499,-117.6102,63510
"Caldwell, ID",43.6453,-116.6594,63465
"Coon Rapids, MN",45.1755,-93.3094,63348
"Millcreek, UT",40.6892,-111.8292,63342
"Eden Prairie, MN",44.8488,-93.4595,63249
"Parkersburg, WV",39.2623,-81.542,63236
"Hamilton, OH",39.3939,-84.5653,63124
"Moore, OK",35.3293,-97.4757,63045
"Lakewood, WA",47.1628,-122.5299,63034
"Bay City, MI",43.5902,-83.8887,62979
"Bossier City, LA",32.5224,-93.6668,62832
"Council Bluffs, IA",41.2369,-95.8516,62564
"Huntersville, NC",35.406,-80.8716,62458
"Taylor, MI",42.226,-83.2688,62405
"Hendersonville, TN",36.3063,-86.5997,62390
"Sanford, FL",28.7891,-81.2757,62292
"La Habra, CA",33.9282,-117.9515,62233
"Horizon West, FL",28.4417,-81.6146,62152
"Dearborn Heights, MI",42.3164,-83.2769,62099
"St. Cloud, FL",28.2363,-81.2779,61963
"Pontiac, MI",42.6493,-83.2878,61914
"Richland, WA",46.2824,-119.2939,61912
"Marietta, GA",33.9533,-84.5422,61773
"Florence-Graham, CA",33.9682,-118.2447,61723
"Springfield, OR",44.0538,-122.9811,61642
"Encinitas, CA",33.0492,-117.261,61585
"Wellington, FL",26.6461,-80.2699,61497
"Palm Harbor, FL",28.0847,-82.7481,61454
"Montebello, CA",34.0155,-118.1108,61376
"Woodland, CA",38.6712,-121.75,61256
"Bristol, CT",41.6812,-72.9407,61129
"Jupiter, FL",26.92,-80.1128,61097
"La Mesa, CA",32.7703,-117.0204,60835
"Pico Rivera, CA",33.9901,-118.0888,60821
"San Rafael, CA",37.9905,-122.5221,60604
"Meriden, CT",41.5369,-72.7946,60418
"Euless, TX",32.8508,-97.08,60373
"Parker, CO",39.5084,-104.7753,60115
"Revere, MA",42.4189,-71.004,59933
"Stonecrest, GA",33.6842,-84.1372,59917
"Chapel Hill, NC",35.9271,-79.0391,59889
"White Plains, NY",41.022,-73.7547,59818
"Gardena, CA",33.8943,-118.3072,59765
"Palm Beach Gardens, FL",26.8466,-80.1679,59751
"Taunton, MA",41.9036,-71.0943,59719
"Monterey Park, CA",34.0497,-118.1326,59639
"West Allis, WI",43.0068,-88.0296,59588
"Santee, CA",32.8554,-116.9851,59485
"North Miami, FL",25.9008,-80.1686,59429
"Blue Springs, MO",39.0124,-94.2721,59416
"Des Plaines, IL",42.0345,-87.9008,59408
"Kokomo, IN",40.464,-86.1277,59375
"Petaluma, CA",38.2423,-122.6266,59321
"Shoreline, WA",47.7564,-122.3426,59280
"Medford, MA",42.4234,-71.1087,59062
"Taylorsville, UT",40.6569,-111.9493,59010
"Wylie, TX",33.0362,-96.5161,58991
"Cupertino, CA",37.3168,-122.0466,58886
"The Hammocks, FL",25.67,-80.4482,58548
"Margate, FL",26.2466,-80.2119,58418
"Carson City, NV",39.1511,-119.7476,58364
"Hoboken, NJ",40.7452,-74.0281,58340
"Madison, AL",34.7114,-86.7626,58335
"St. Clair Shores, MI",42.4925,-82.8961,58287
"St. Peters, MO",38.7825,-90.6061,58200
"Midwest City, OK",35.463,-97.371,58170
"Severn, MD",39.1355,-76.6956,58041
"Lake Havasu City, AZ",34.5006,-114.3113,58037
"Lenexa, KS",38.9609,-94.8018,57986
"Orland Park, IL",41.6075,-87.8619,57961
"Royal Oak, MI",42.5084,-83.1539,57880
"Bowie, MD",38.9549,-76.7406,57771
"Decatur, AL",34.5731,-86.9905,57760
"Bel Air South, MD",39.5022,-76.3113,57702
"Towson, MD",39.3944,-76.619,57683
"Casa Grande, AZ",32.9069,-111.7624,57590
"Coconut Creek, FL",26.2803,-80.1842,57587
"Kettering, OH",39.6956,-84.1494,57442
"Herriman, UT",40.4899,-112.017,57336
"Brookhaven, GA",33.8743,-84.3314,57224
"Oak Lawn, IL",41.7139,-87.7528,57098
"Lacey, WA",47.0462,-122.7933,57088
"Bartlett, TN",35.2337,-89.8195,56998
"Highland, CA",34.1113,-117.165,56690
"Kannapolis, NC",35.4764,-80.6408,56470
"Fountainebleau, FL",25.7723,-80.346,56453
"Fountain Valley, CA",33.7105,-117.9514,56358
"Bentonville, AR",36.3547,-94.2305,56326
"Bradenton, FL",27.4901,-82.5757,56289
"Smyrna, GA",33.8633,-84.5168,56285
"Sarasota, FL",27.3387,-82.5432,56218
"Apopka, FL",28.7015,-81.5316,56202
"National City, CA",32.6654,-117.0983,55960
"DeSoto, TX",32.5992,-96.8633,55896
"Berwyn, IL",41.8433,-87.7909,55888
"New Brunswick, NJ",40.487,-74.445,55744
"Apple Valley, MN",44.7457,-93.2004,55696
"Mount Prospect, IL",42.0641,-87.9375,55648
"Arcadia, CA",34.1342,-118.0373,55550
"Southaven, MS",34.9514,-89.9786,55531
"Tigard, OR",45.4237,-122.7845,55395
"Perth Amboy, NJ",40.5202,-74.2724,55278
"Chicopee, MA",42.1764,-72.5719,55213
"South Whittier, CA",33.9336,-118.0312,55201
"West Haven, CT",41.2739,-72.9672,55147
"Smyrna, TN",35.9687,-86.5264,55066
"Tinley Park, IL",41.567,-87.8049,55007
"Hacienda Heights, CA",33.997,-117.9727,54956
"Beaumont, CA",33.9076,-116.9766,54817
"San Jacinto, CA",33.797,-116.9916,54756
"Plainfield, NJ",40.6154,-74.4157,54515
"West Sacramento, CA",38.5557,-121.5505,54496
"Marana, AZ",32.4355,-111.1558,54487
"Yucaipa, CA",34.0336,-117.0429,54348
"Peabody, MA",42.5335,-70.9725,54180
"Rocky Mount, NC",35.9685,-77.804,54175
"Texas City, TX",29.4154,-94.9682,54159
"Kentwood, MI",42.8852,-85.5926,54114
"Manhattan, KS",39.1886,-96.6048,53951
"Colton, CA",34.0538,-117.3255,53798
"Aspen Hill, MD",39.0927,-77.0826,53752
"Diamond Bar, CA",33.9992,-117.8161,53750
"Huntington Park, CA",33.98,-118.2167,53658
"Wheaton, IL",41.8561,-88.1085,53453
"Pinellas Park, FL",27.8589,-82.7078,53423
"Aloha, OR",45.492,-122.8725,53362
"Oak Park, IL",41.8872,-87.7899,53315
"Minnetonka, MN",44.9322,-93.4598,53256
"Twin Falls, ID",42.5645,-114.4613,53219
"Edina, MN",44.8914,-93.3602,53125
"Westchester, FL",25.7471,-80.3523,53082
"Methuen Town, MA",42.734,-71.1889,53043
"Normal, IL",40.5217,-88.9884,52908
"Elyria, OH",41.376,-82.106,52833
"Grand Island, NE",40.9218,-98.3586,52761
"Novato, CA",38.092,-122.5575,52689
"Paramount, CA",33.8977,-118.1651,52546
"Kyle, TX",29.9932,-97.8852,52439
"Placentia, CA",33.8807,-117.8553,52384
"Wheaton, MD",39.0492,-77.0573,52172
"Kendale Lakes, FL",25.7081,-80.4078,52141
"Cathedral City, CA",33.8362,-116.4642,52047
"Florissant, MO",38.7996,-90.3269,51915
"Catalina Foothills, AZ",32.3046,-110.8838,51756
"West New York, NJ",40.7857,-74.0094,51683
"Lincoln, CA",38.8774,-121.2937,51629
"Dunwoody, GA",33.9418,-84.3122,51563
"Levittown, NY",40.7241,-73.5125,51557
"Palm Desert, CA",33.7378,-116.3695,51551
"Mooresville, NC",35.5847,-80.8266,51447
"Little Elm, TX",33.1858,-96.9295,51426
"Glendora, CA",34.1449,-117.8467,51350
"Burien, WA",47.4762,-122.3394,51331
"Aliso Viejo, CA",33.5792,-117.7289,51320
"Summerville, SC",33.0016,-80.1799,51262
"Collierville, TN",35.047,-89.6987,51212
"Tamiami, FL",25.7556,-80.4016,51201
"Wake Forest, NC",35.9632,-78.514,51199
"Hoffman Estates, IL",42.064,-88.1468,51186
"Westfield, IN",40.0341,-86.1529,51109
"Columbus, IN",39.2093,-85.9183,51104
"Troy, NY",42.7354,-73.6751,51054
"Country Club, FL",25.9407,-80.3102,51000
"Burleson, TX",32.517,-97.3344,50981
"East Honolulu, HI",21.2975,-157.7211,50961
"Levittown, PA",40.1533,-74.8531,50930
"Mishawaka, IN",41.6742,-86.1666,50907
"Grapevine, TX",32.9343,-97.0742,50875
"Cuyahoga Falls, OH",41.1641,-81.5207,50864
"Delano, CA",35.7662,-119.2635,50835
"Enid, OK",36.4063,-97.87,50821
"Milford city , CT",41.2255,-73.0625,50749
"El Dorado Hills, CA",38.675,-121.049,50553
"Rosemead, CA",34.0689,-118.0823,50340
"McLean, VA",38.9436,-77.1943,50232
"Lakewood, OH",41.4822,-81.8008,50229
"Jeffersonville, IN",38.3376,-85.7026,50176
"Draper, UT",40.4957,-111.8605,50159
"Covina, CA",34.0903,-117.8818,50143
"Murray, UT",40.6498,-111.8874,49904
"Downers Grove, IL",41.7949,-88.0172,49867
"Rockwall, TX",32.9169,-96.4374,49605
"Chesterfield, MO",38.6589,-90.5803,49591
"St. Louis Park, MN",44.9488,-93.3649,49541
"Florin, CA",38.4832,-121.4043,49536
"Cypress, CA",33.8171,-118.0386,49531
"Eagle Mountain, UT",40.3137,-112.0114,49514
"North Bethesda, MD",39.0393,-77.1191,49498
"Azusa, CA",34.1386,-117.9124,49318
"Lawrence, IN",39.8674,-85.9904,49284
"Coral Gables, FL",25.7037,-80.2715,49243
"Everett, MA",42.4064,-71.0545,49236
"Bedford, TX",32.8464,-97.135,49191
"Antelope, CA",38.7153,-121.361,49080
"Dublin, OH",40.1112,-83.1454,49031
"Portage, MI",42.2,-85.5906,49015
"Biloxi, MS",30.4426,-88.9514,49011
"Titusville, FL",28.5727,-80.8193,49004
"Euclid, OH",41.5903,-81.5188,48991
"Ceres, CA",37.5952,-120.962,48918
"University, FL",28.0771,-82.4335,48868
"Stillwater, OK",36.1317,-97.0742,48818
"Leesburg, VA",39.1057,-77.5544,48788
"Bothell, WA",47.7735,-122.2044,48610
"Tuckahoe, VA",37.5878,-77.5858,48610
"Cedar Hill, TX",32.581,-96.9591,48547
"Poway, CA",32.9871,-117.0201,48515
"Cerritos, CA",33.8678,-118.0686,48340
"Hilo, HI",19.6883,-155.0863,48223
"Niagara Falls, NY",43.0921,-79.0147,48198
"Fort Pierce, FL",27.4255,-80.3431,48094
"San Luis Obispo, CA",35.2669,-120.669,48039
"Minot, ND",48.2375,-101.278,47922
"North Highlands, CA",38.6713,-121.3721,47900
"Ocoee, FL",28.5796,-81.5332,47885
"Roswell, NM",33.373,-104.5294,47823
"Wilson, NC",35.7311,-77.9284,47740
"Wauwatosa, WI",43.0616,-88.0347,47718
"Glenview, IL",42.0825,-87.8214,47682
"Middletown, CT",41.5476,-72.6549,47646
"Oro Valley, AZ",32.4208,-110.9767,47595
"Brea, CA",33.9254,-117.8655,47337
"Rancho Santa Margarita, CA",33.6318,-117.5988,47257
"Roseville, MI",42.5074,-82.9369,47240
"Mentor, OH",41.6893,-81.3362,47215
"Winter Garden, FL",28.5421,-81.5967,47182
"Newark, CA",37.5201,-122.0307,47145
"East Providence, RI",41.8065,-71.3565,46970
"Goose Creek, SC",32.9927,-80.0055,46964
"La Mirada, CA",33.9025,-118.0093,46945
"Huntsville, TX",30.7009,-95.5567,46917
"Rowland Heights, CA",33.9716,-117.8912,46787
"Beavercreek, OH",39.731,-84.0624,46787
"Los Banos, CA",37.063,-120.8406,46776
"Prescott, AZ",34.5849,-112.4473,46744
"Gallatin, TN",36.3782,-86.4698,46667
"Olive Branch, MS",34.961,-89.8469,46538
"Attleboro, MA",41.9311,-71.295,46499
"Salina, KS",38.8136,-97.6143,46432
"Farmington, NM",36.7555,-108.1823,46339
"Whitney, NV",36.1008,-115.0379,46268
"Potomac, MD",39.0141,-77.1943,46230
"Urbandale, IA",41.639,-93.7812,46026
"Strongsville, OH",41.3128,-81.8313,46022
"Pahrump, NV",36.2235,-115.9974,45811
"Hackensack, NJ",40.8891,-74.0462,45768
"Wentzville, MO",38.8153,-90.8669,45734
"Plainfield, IL",41.6207,-88.2253,45705
"Haltom City, TX",32.8176,-97.2707,45681
"Altamonte Springs, FL",28.6615,-81.3953,45657
"Keller, TX",32.9335,-97.2256,45598
"Odenton, MD",39.0661,-76.6938,45585
"Ashburn, VA",39.0277,-77.4714,45551
"Elmhurst, IL",41.8973,-87.9432,45538
"East Lansing, MI",42.748,-84.4836,45394
"Brentwood, TN",35.9918,-86.7758,45272
"Sayreville, NJ",40.4656,-74.3237,45237
"Sierra Vista, AZ",31.563,-110.3153,45203
"Morgan Hill, CA",37.1325,-121.6419,45152
"Bountiful, UT",40.8721,-111.8647,45093
"Littleton, CO",39.5915,-105.0188,45092
"Pearl City, HI",21.4031,-157.9566,45079
"Lake Ridge, VA",38.6847,-77.3066,45007
"Shakopee, MN",44.7745,-93.4772,45002
"Palm Springs, CA",33.8017,-116.5382,44998
"Clermont, FL",28.5325,-81.7208,44984
"Riverton, UT",40.5176,-111.9636,44944
"The Colony, TX",33.0925,-96.8976,44916
"Mankato, MN",44.1715,-93.9772,44882
"West Lafayette, IN",40.4432,-86.9238,44802
"Moorhead, MN",46.8673,-96.7461,44706
"Cleveland Heights, OH",41.5113,-81.5636,44694
"North Lauderdale, FL",26.2113,-80.2209,44650
"Fairfield, OH",39.3301,-84.5409,44597
"Sicklerville, NJ",39.7452,-74.9934,44500
"Fond du Lac, WI",43.7718,-88.4397,44491
"Cutler Bay, FL",25.5765,-80.3356,44483
"Rohnert Park, CA",38.3479,-122.6965,44461
"Oakley, CA",37.9929,-121.6952,44311
"Salem, MA",42.5129,-70.9021,44241
"Concord, NH",43.2305,-71.5595,44219
"Wilkes-Barre, PA",41.2469,-75.876,44217
"North Fort Myers, FL",26.7244,-81.8485,44189
"El Centro, CA",32.7865,-115.5595,44186
"Freeport, NY",40.6515,-73.585,44102
"Saratoga Springs, UT",40.345,-111.9154,44070
"Oakland Park, FL",26.178,-80.1528,44015
"Columbia, TN",35.6238,-87.0484,43971
"Greenacres, FL",26.627,-80.1371,43871
"Hicksville, NY",40.7637,-73.5245,43868
"Lompoc, CA",34.6618,-120.4714,43819
"Trujillo Alto, PR",18.3599,-66.0096,43752
"Lombard, IL",41.8741,-88.0157,43722
"Spanish Fork, UT",40.1101,-111.6405,43632
"Linden, NJ",40.6251,-74.2383,43614
"Waxahachie, TX",32.4035,-96.8446,43591
"Pittsfield, MA",42.4517,-73.2605,43559
"Channelview, TX",29.7914,-95.1144,43536
"Ormond Beach, FL",29.2985,-81.1014,43514
"Newnan, GA",33.3767,-84.7761,43510
"Woodbridge, VA",38.6409,-77.258,43443
"Holly Springs, NC",35.6526,-78.8399,43429
"Danville, CA",37.8121,-121.9698,43426
"Burke, VA",38.7773,-77.2633,43336
"Huber Heights, OH",39.8595,-84.113,43266
"West Babylon, NY",40.7129,-73.3585,43239
"Delaware, OH",40.2851,-83.0741,43168
"Schertz, TX",29.565,-98.2535,43128
"North Miami Beach, FL",25.9302,-80.1659,43104
"Woonsocket, RI",42.001,-71.4993,43074
"Hollister, CA",36.8555,-121.3986,43003
"Campbell, CA",37.2802,-121.9539,42848
"Buffalo Grove, IL",42.1675,-87.9615,42824
"Edmonds, WA",47.8115,-122.3533,42783
"Catonsville, MD",39.2646,-76.7424,42717
"Manassas, VA",38.7479,-77.4838,42674
"Vineyard, CA",38.474,-121.324,42645
"Puyallup, WA",47.1793,-122.2902,42642
"San Bruno, CA",37.6256,-122.4313,42612
"Coachella, CA",33.6905,-116.143,42594
"Jefferson City, MO",38.5676,-92.1759,42565
"French Valley, CA",33.5999,-117.1069,42550
"Midland, MI",43.6241,-84.2319,42461
"Beverly, MA",42.5681,-70.8627,42408
"Mableton, GA",33.8133,-84.5655,42403
"Danville, VA",36.5831,-79.4088,42239
"Moline, IL",41.4821,-90.492,42235
"Bullhead City, AZ",35.1205,-114.5461,42193
"Peachtree Corners, GA",33.967,-84.232,42184
"Linton Hall, VA",38.7551,-77.575,42077
"Coppell, TX",32.9639,-96.9903,42029
"Annandale, VA",38.8324,-77.196,41982
"Lebanon, TN",36.204,-86.3481,41951
"Altadena, CA",34.1927,-118.1346,41921
"Land O' Lakes, FL",28.2075,-82.4476,41845
"Grove City, OH",39.8654,-83.069,41831
"Belleville, IL",38.5164,-89.99,41722
"Post Falls, ID",47.7213,-116.9384,41716
"Marion, IA",42.0451,-91.585,41690
"Fitchburg, MA",42.5912,-71.8156,41633
"Brookfield, WI",43.064,-88.1231,41592
"Coram, NY",40.8812,-73.0059,41527
"Princeton, FL",25.5396,-80.3971,41476
"Weslaco, TX",26.1599,-97.9877,41437
"Shelton, CT",41.306,-73.1383,41402
"Marlborough, MA",42.3494,-71.5468,41398
"Milton, GA",34.1353,-84.3139,41305
"Rancho Palos Verdes, CA",33.7554,-118.3634,41259
"Hallandale Beach, FL",25.9854,-80.1423,41224
"Woburn, MA",42.4869,-71.1543,41205
"Brighton, CO",39.9716,-104.7963,41196
"Indian Trail, NC",35.0699,-80.6452,41146
"Reynoldsburg, OH",39.9588,-82.7943,41032
"Romeoville, IL",41.6318,-88.0997,40996
"Maplewood, MN",44.9842,-93.0247,40981
"Lynnwood, WA",47.8284,-122.3033,40953
"Lancaster, OH",39.7248,-82.6049,40902
"Covington, KY",39.0334,-84.5166,40902
"Mount Juliet, TN",36.199,-86.5115,40828
